date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2026-02-21 10:11:47+00:00,3,pratique pour trouver des locations quand on obtient une réponse. j'ai envoyé plusieurs messages concernant une demande de location à Vichy sans jamais obtenir de réponse,Google Play,Service Client,Qualité du bien,Basse
2026-02-21 09:37:51+00:00,5,super pratique,Google Play,Autre,,Basse
2026-02-20 09:20:32+00:00,5,l appli est très bien faite rien à dire. ce que j apprécie le plus est de pouvoir rêver... j'ai réservé 8 mois avant le séjour et je vais de temps en temps sur l appli imaginer ce que seront mes vacances,Google Play,Autre,,Basse
2026-02-19 21:39:09+00:00,1,"24/03/2024 Installée à l'instant. La page d'accueil se charge en clignotant et en bougeant horizontalement. Jamais vu ca. Belle performance. Désinstallée. Airbnb. 19/02/2026 tentative 2 : pas mieux. cette application ne fonctionne pas. on perd les filtres. les descriptions des gîtes ne se chargent pas : ""on dirait que vous n'êtes pas connecté"". et pourtant si.",Google Play,Financier,Bug Technique,Haute
2026-02-19 10:50:49+00:00,1,"Des zéros. Des zéros ! Devaient m’appeler pour m’aider à synchroniser des calendriers avec d’autres sites suite à 2 réservations dont une que j’ai dû annuler. Ne m’ont pas rappelé. 1 semaine après, nouveau problème. J’annule la réservation dans les minutes pour éviter tout litige et j’appelle le service clients qui m’indique que mon annonce sera bloquée 1 semaine. Grosse discussion à l’issue de laquelle on me dit qu’ils vont voir ce qu’ils peuvent faire.. du vent… avec la synchronisation et la pénalité. L’autre site est également bloqué ! Se prennent pour des rois! Sans les hôtes ils ne sont rien, un peu de considération, nous faisons le maximum pour que tout se passe au mieux.il faut revoir votre copie. Continuez vous êtes parfaits",Trustpilot,Annulation / Réservation,Bug Technique,Haute
2026-02-19 07:35:33+00:00,1,manque dec professionalisme. aucune réponse aux questions posées. je n'ai pu faire de réservation,Trustpilot,Service Client,,Haute
2026-02-15 22:37:39+00:00,1,"A eviter. A eviter. Ils facturent sans prévenir, je cite leur support : ""Puis-je savoir si vous nous avez contactés au sujet du premier versement qui a été facturé sans votre accord ?
"". Mais bien sur aucune annulation possible. Ils ne sont pas dans la légalité. A moins d'un retour de leur part, ca partira en mise en demeur",Trustpilot,Annulation / Réservation,Financier,Haute
2026-02-15 17:46:36+00:00,1,impossible de mettre l'appli en français,Google Play,Localisation / Langue,,Haute
2026-02-15 11:27:22+00:00,4,"intuitif et facile à utiliser, cerise sur le gâteau c'est Français!!!",Google Play,Localisation / Langue,UX / Ergonomie,Basse
2026-02-15 09:01:10+00:00,4,"très bonne application, manque jardin clos pour animaux...",Google Play,Autre,,Basse
2026-02-14 18:08:14+00:00,5,facile d'utilisation,Google Play,Autre,,Basse
2026-02-14 16:11:09+00:00,1,"À fuire. J’ai réservé 1 nuit pour au final me retrouver avec une fausse annonce soit disant que le bateau avait été vendu.
Débité sans possibilité de remboursement pour au final ne rien avoir. L’assistance de l’application qui ne fait strictement rien très décevant.
180€ de perdu pour un faut propriétaire 
Je ne recommande absolument pas les réservations sur ce site peu fiable",App Store,Financier,Service Client,Haute
2026-02-14 09:10:47+00:00,2,en fait Abritel a annulé notre réservation et nous laisse nous débrouiller seule proposition le remboursement et nous devrions partir demain,Google Play,Annulation / Réservation,Financier,Haute
2026-02-14 05:12:41+00:00,3,je ne trouve pas ma facture.,Google Play,Financier,,Basse
2026-02-14 01:19:17+00:00,4,Appli facile d'utilisation et suivi par le service client.,Google Play,Service Client,,Basse
2026-02-13 07:13:38+00:00,1,leur assistance est inexistante,Google Play,Service Client,,Haute
2026-02-12 19:12:19+00:00,1,"impossible d'effectuer 1 paiement, c'est inadmissible. aucune solution proposée.",Google Play,Financier,,Haute
2026-02-12 16:05:31+00:00,1,"avant de louer, merci de lire cet avis. Ce site annonce des montants de prélèvements qui ne correspondent pas à la réalité et vient de m'annoncer que ma demande d'annulation avait été acceptée alors que je n' ai absolument pas demandé d'annuler ma réservation . Au passage, ils m'écrivent que certains frais ne seront pas remboursés. Je viens de les appeler et ils me disent que c'est le propriétaire qui a demandé une annulation car la location serait en travaux pour les dates réservées. Enfin, j'ai payé une assurance pour d'éventuels dégâts qui ne me sera pas remboursée. Si possible, évitez de passer par Abritel pour vos prochaines réservations",Trustpilot,Annulation / Réservation,Financier,Haute
2026-02-12 08:02:38+00:00,5,"c'est par ce site que je trouve mes locations pour vacances. toujours fidèles aux descriptifs, jamais déçue",Google Play,Qualité du bien,,Basse
2026-02-11 13:36:06+00:00,1,"Médiocre. Bon ben, écoutez, je pars du principe qu’une plate-forme est censée pouvoir vous fournir une facture, celle-ci ne le peux pas alors qu’elle m’avait affirmé au départ ainsi que la propriétaire voir me donner la facture pour mon voyage. Grosse arnaque aucun suivi, je pense que cette plate-forme n’est pas sérieuse",Trustpilot,Financier,Service Client,Haute
2026-02-10 14:59:59+00:00,1,"Je ne peux pas mettre 0. Je ne peux pas mettre 0 
Mais ne propose aucune solution de paiement autre que des liens externes de paiement suspicieux et n’apportent aucune solution

À fuir, arnaque",Trustpilot,Financier,,Haute
2026-02-10 11:03:26+00:00,1,service clients inexistant en cas de problème,Google Play,Service Client,,Haute
2026-02-10 08:05:46+00:00,1,l app c est mise en Angleterre les prix sont en dollars néo zelandais!!! impossible de changer,Google Play,Localisation / Langue,Financier,Haute
2026-02-09 22:11:39+00:00,4,cool,Google Play,Autre,,Basse
2026-02-09 11:52:14+00:00,1,"Etre étonné que c'est aussi bordélique que Expedia ? ben non c'est le même groupe ! J'ai pris une réservation qui se paie en deux parties la première via Abritel et la deuxième je pensais aussi mais non c'est via la conciergerie (ce n'est pas expliqué sur l'annonce) et bizarrement sur le site de la conciergerie ils prennent 3,5% de surplus. Au téléphone Abritel (comme Expédia) ne savent pas quoi dire ! Des incompétents .",Google Play,Service Client,Qualité du bien,Haute
2026-02-09 11:20:22+00:00,1,"A fuir. A fuir, réservation annulé une semaine avant le séjour. Lorsqu'on appel le service Abritel, aucune compassion, ne trouve pas de solution et aucun suivis du dossier. On tombe sur une personne différente a chaque fois qui n'est pas au courant du dossier. Obligé de se débrouiller seule",Trustpilot,Annulation / Réservation,Service Client,Haute
2026-02-07 17:54:24+00:00,2,"L'hôte ne répond pas, malgré que ma réservation à été acceptée par email. Le numéro de téléphone pour appeler l'hôte est non attribué en plus qu'aucune option n'est disponible pour informer de ça. L'agent virtuel est inutile, disant que je n'ai aucune réservation. Mon compte en banque et mes emails indique l'inverse. Je n'ai aucun moyen de contacter autrement l'hôte, j'ai des doutes que mon séjour sera réellement pris en charge. Sachant que même si j'annule c'est impossible d'être remboursé.",Google Play,Annulation / Réservation,Financier,Haute
2026-02-07 16:21:23+00:00,4,Bon,Google Play,Autre,,Basse
2026-02-07 02:05:21+00:00,1,👎👎👎👎. rembourse pas,App Store,Financier,,Haute
2026-02-06 15:53:29+00:00,1,"Catastrophique ils vous prennent des…. Catastrophique ils vous prennent des réservations, ils vont les annulent mais ça n’est pas de leur faute. Ce sont de la faute des propriétaires. Ils ne veulent pas vous rembourser car ils ne voit pas que vous avez payé un scandale. En plus la moitié ne parle même pas français, on ne comprend rien. Scandaleux
J’ai des amis qui avaient réservé une villa, il y a quelques années avec Abritel ils sont arrivés c’était un Todi ils n’ont jamais pu être remboursé c’était soi-disant en bord de mer à Arcachon. Vous imaginez le prix qu’ils ont payé nul archi nul, je déconseille vivement",Trustpilot,Localisation / Langue,Annulation / Réservation,Haute
2026-02-06 14:36:16+00:00,1,"Annulation de la  réservation sans motif. Annulation de la  réservation faite depuis 4 mois. L'appartement n'est plus à louer ! En attente de remboursement ou de location équivalente,  sans réponse à 2 semaines du départ.... remboursé au bout de 2mois après plusieurs appels et intervention de protection juridique !!!",Trustpilot,Annulation / Réservation,Financier,Haute
2026-02-06 13:44:49+00:00,1,"Service client lamentable. Service client lamentable
Au téléphone, les interlocuteurs ne maîtrisent pas le français et ne comprennent pas vos questions, et quand ils sont incapables de répondre à votre question, ils vous raccrochent au nez... Et pourtant, Abritel impose des frais de service conséquents destinés à "" assister et aider en cas de problèmes avant ou après le séjour ""...Honteux !!!!!",Trustpilot,Localisation / Langue,Financier,Haute
2026-02-06 10:09:47+00:00,3,"j'ai installé l'application mais quand je l'ouvre il y a une page qui bloque et je ne peux continuer ! Finalement après de nombreuses tentatives, j'ai réussi à l'installer en scannant le QR code! A voir à l'usage...",Google Play,Bug Technique,,Basse
2026-02-05 13:04:32+00:00,3,"Je ne connais pas depuis assez longtemps pour donner un avis éclairé. Cependant un message envoyé le 1er février est resté dans réponse. Je viens d'en faire un autre, j'espère qu'il sera bien distribué au destinataire.",Google Play,Service Client,,Basse
2026-02-04 22:24:02+00:00,1,"Application affligeante, site internet plus lent qu'une tortue. Je suis hôte depuis plusieurs mois sur Abritel, Airbnb et Booking, même tarif, même annonce...
Je n'ai JAMAIS eu de réservation avec Abritel. Leur application mobile est horrible, on ne peut pas de modification facilement, il faut un ordinateur ça marche mieux me répond le service client !
Ils m'ont téléphoné pour m'expliquer pourquoi je n'avais pas de réservation : mes conditions d'annulation, oui OK, mais impossible de les modifier via l'app... Ils m'ont dit que si je changeais ces conditions, les voyageurs allaient affluer...
Ils me rappellent en mai, j'ai hâte !",Trustpilot,Annulation / Réservation,Financier,Haute
2026-02-04 20:10:27+00:00,1,je ne comprends pas l'anglais.,Google Play,Localisation / Langue,,Haute
2026-02-04 18:50:51+00:00,5,Très satisfaisant .,Google Play,Autre,,Basse
2026-02-04 18:42:41+00:00,5,très bien,Google Play,Autre,,Basse
2026-02-04 13:29:08+00:00,1,"Réservation confirmée sur Abritel/VRBO, arrhes versées (dossier HA-JSG3NL). Le propriétaire a demandé l’annulation puis indiqué que le problème venait de la plateforme (double réservation). Malgré cela, le service client m’a demandé à plusieurs reprises d’annuler moi-même pour être remboursé. Les solutions proposées étaient plus chères ou inadaptées (2 personnes au lieu de 3), sans geste commercial. Expérience très décevante du service client.",Google Play,Localisation / Langue,Annulation / Réservation,Haute
2026-02-03 11:17:40+00:00,5,excellent,Google Play,Bug Technique,,Basse
2026-02-02 20:24:59+00:00,5,très bien.,Google Play,Autre,,Basse
2026-02-02 18:09:06+00:00,5,jamais eu de souci.,Google Play,Autre,,Basse
2026-02-02 13:40:38+00:00,1,Vraiment nul. Application en anglais et avec la devise de la Nouvelle Zélande alors que je suis en France. Impossible de changer les paramètres,App Store,Localisation / Langue,,Haute
2026-02-02 08:55:53+00:00,1,"impossible d'ouvrir les liens, d'en partager ou d'accéder à un groupe. cette application est censée faciliter la recherche de logements pour plusieurs personnes mais il est impossible de partager des annonces de maisons. l'expérience est extrêmement décevante et frustrante.",Google Play,Bug Technique,Qualité du bien,Haute
2026-02-01 21:07:20+00:00,5,"On utilise régulièrement ce site pour réserver des logements pour visiter les diverses régions de France, nous avons toujours été satisfaits.",Google Play,Qualité du bien,,Basse
2026-02-01 18:13:02+00:00,1,nulle .... a part pour demander de vous envoyer des notifications inutiles,Google Play,Bug Technique,,Haute
2026-02-01 10:14:02+00:00,5,simple et facile à utiliser,Google Play,Autre,,Basse
2026-01-31 18:42:04+00:00,1,Séjour annulé à la dernière minute et…. Séjour annulé à la dernière minute et refus déguisé pour éviter de nous dédommager . C'est un organisme à fuir !!!!,Trustpilot,Annulation / Réservation,,Haute
2026-01-31 16:01:30+00:00,1,"Dégradation de la clientèle et manque…. Dégradation de la clientèle et manque de soutien du service client

Nous constatons depuis quelque temps une nette dégradation de la clientèle via Abritel : non-respect fréquent des consignes de départ, appartements rendus sales, et des voyageurs de plus en plus exigeants.

Chaque location nous demande désormais beaucoup plus d’énergie, de temps et de frais supplémentaires pour maintenir un niveau de qualité acceptable.

Le point le plus problématique reste le manque de réponse du service client d’Abritel. Malgré nos remarques et demandes répétées, nous n’obtenons pas de soutien concret.
Pire encore, une pression constante est exercée pour augmenter le nombre de locations, sous peine de voir notre annonce moins bien référencée dans les résultats.

Cette situation n’est ni équilibrée ni respectueuse envers les hôtes, qui sont pourtant essentiels au bon fonctionnement de la plateforme. Une meilleure écoute et un réel accompagnement seraient indispensables",Trustpilot,Financier,Service Client,Haute
